A,B,C,D,Vth,exp_exact,exp_k1
818,23,703,61,50000,1,0
997,908,432,779,50000,1,1
800,333,566,256,50000,1,1
5,255,617,225,50000,1,1
700,185,990,621,50000,1,1
837,57,3,762,50000,0,0
126,383,155,70,50000,1,0
246,598,942,678,50000,1,1
150,800,161,187,50000,1,1
530,96,959,717,50000,1,1
912,768,220,288,50000,1,1
214,980,397,402,50000,1,1
587,107,666,531,50000,1,1
1019,844,555,179,50000,1,1
668,397,158,577,50000,1,1
985,1016,340,856,50000,1,1
1020,472,912,1,50000,1,1
567,416,101,971,50000,1,1
797,935,623,400,50000,1,1
563,862,546,96,50000,1,1
927,18,44,756,50000,0,0
22,330,147,595,50000,1,1
52,6,39,547,50000,0,0
819,102,958,772,50000,1,1
138,893,30,471,50000,1,1
231,45,132,299,50000,0,0
29,559,612,512,50000,1,1
76,624,831,877,50000,1,1
423,544,791,549,50000,1,1
18,274,45,1003,50000,1,0
13,421,486,107,50000,1,0
553,27,469,261,50000,1,1
64,65,1001,744,50000,1,1
956,780,878,535,50000,1,1
522,826,330,912,50000,1,1
359,880,429,851,50000,1,1
781,36,263,83,50000,0,0
639,12,160,823,50000,1,1
18,847,571,61,50000,1,0
110,283,144,131,50000,0,0
538,944,836,184,50000,1,1
710,36,972,58,50000,1,1
600,243,105,447,50000,1,1
596,670,985,263,50000,1,1
57,816,895,492,50000,1,1
161,10,915,53,50000,1,0
15,661,120,334,50000,0,0
222,524,463,576,50000,1,1
74,529,632,17,50000,0,0
121,294,133,1022,50000,1,1
1015,959,105,776,50000,1,1
88,981,797,830,50000,1,1
544,22,66,578,50000,1,0
443,42,128,245,50000,0,0
199,139,210,106,50000,0,0
414,213,476,892,50000,1,1
50,347,101,415,50000,1,0
104,97,92,433,50000,0,0
550,259,405,363,50000,1,1
744,816,118,1000,50000,1,1
914,227,60,338,50000,1,1
313,433,49,84,50000,1,1
388,805,563,275,50000,1,1
210,300,202,521,50000,1,1
566,849,476,261,50000,1,1
363,970,430,290,50000,1,1
36,879,34,542,50000,1,0
388,964,781,896,50000,1,1
234,156,160,865,50000,1,1
677,197,36,351,50000,1,1
455,408,975,880,50000,1,1
903,158,804,877,50000,1,1
454,864,116,55,50000,1,1
43,914,32,330,50000,0,0
56,860,988,6,50000,1,0
384,409,997,48,50000,1,1
950,831,854,265,50000,1,1
85,479,1008,13,50000,1,0
917,124,569,929,50000,1,1
987,881,79,997,50000,1,1
517,86,691,975,50000,1,1
751,875,348,124,50000,1,1
276,8,963,726,50000,1,1
524,955,848,397,50000,1,1
89,629,539,21,50000,1,0
859,759,594,671,50000,1,1
120,275,657,26,50000,1,0
32,828,939,509,50000,1,1
131,382,10,176,50000,1,0
840,599,167,126,50000,1,1
911,567,725,492,50000,1,1
792,601,38,130,50000,1,1
255,106,312,112,50000,1,0
635,595,297,397,50000,1,1
29,254,188,98,50000,0,0
98,271,92,716,50000,1,1
565,797,895,762,50000,1,1
264,739,607,759,50000,1,1
648,498,144,282,50000,1,1
302,176,599,863,50000,1,1
559,804,59,695,50000,1,1
460,788,377,924,50000,1,1
631,1021,554,492,50000,1,1
116,832,435,737,50000,1,1
25,84,71,724,50000,1,0
162,861,220,567,50000,1,1
732,648,960,739,50000,1,1
398,101,38,257,50000,0,0
633,176,826,337,50000,1,1
935,19,190,169,50000,0,0
345,320,556,911,50000,1,1
446,417,352,223,50000,1,1
538,290,579,98,50000,1,1
853,976,723,50,50000,1,1
59,648,506,44,50000,1,0
431,425,679,813,50000,1,1
351,59,633,60,50000,1,0
855,740,774,566,50000,1,1
748,616,626,37,50000,1,1
976,526,909,810,50000,1,1
860,47,522,539,50000,1,1
208,177,496,57,50000,1,1
425,113,35,54,50000,0,0
619,217,190,252,50000,1,1
824,59,186,7,50000,0,0
60,691,171,95,50000,1,0
169,288,13,893,50000,1,0
829,464,284,574,50000,1,1
417,880,515,47,50000,1,1
591,915,356,132,50000,1,1
300,168,458,873,50000,1,1
173,613,896,889,50000,1,1
461,454,154,294,50000,1,1
67,466,461,268,50000,1,1
214,973,887,337,50000,1,1
310,604,297,593,50000,1,1
706,224,409,149,50000,1,1
42,965,594,87,50000,1,1
569,36,32,959,50000,1,0
291,554,238,57,50000,1,1
668,216,0,528,50000,1,1
133,324,586,12,50000,1,0
872,76,141,442,50000,1,1
177,208,31,846,50000,1,0
81,84,69,627,50000,1,0
821,844,98,91,50000,1,1
430,805,164,825,50000,1,1
613,472,698,895,50000,1,1
500,28,609,59,50000,0,0
28,675,525,32,50000,0,0
40,882,27,990,50000,1,0
665,583,437,324,50000,1,1
59,19,240,208,50000,1,0
438,1001,254,807,50000,1,1
36,494,497,65,50000,1,0
557,110,9,355,50000,1,0
161,67,529,1006,50000,1,1
689,8,976,153,50000,1,1
524,116,755,379,50000,1,1
464,345,624,176,50000,1,1
484,959,607,898,50000,1,1
904,888,511,963,50000,1,1
212,15,117,501,50000,1,0
542,790,955,739,50000,1,1
487,49,171,244,50000,1,1
984,263,346,930,50000,1,1
506,354,754,989,50000,1,1
133,420,956,669,50000,1,1
776,66,451,3,50000,1,0
505,613,588,75,50000,1,1
22,236,315,142,50000,0,0
449,334,978,571,50000,1,1
111,246,136,225,50000,1,0
90,717,450,483,50000,1,1
674,542,542,517,50000,1,1
77,532,996,9,50000,0,0
773,982,132,526,50000,1,1
210,284,614,1,50000,1,0
238,129,75,479,50000,1,1
80,638,804,865,50000,1,1
145,306,130,44,50000,1,0
984,428,403,925,50000,1,1
225,234,301,1004,50000,1,1
733,407,311,687,50000,1,1
36,697,232,115,50000,1,0
985,28,121,192,50000,1,0
183,208,150,79,50000,0,0
0,929,82,610,50000,1,0
131,326,421,17,50000,0,0
43,864,83,156,50000,1,0
347,179,249,988,50000,1,1
688,569,430,85,50000,1,1
672,884,921,549,50000,1,1
172,931,332,304,50000,1,1
105,225,415,392,50000,1,1
371,115,584,21,50000,1,0
966,706,331,558,50000,1,1
924,722,687,559,50000,1,1
929,133,6,636,50000,1,1
804,294,846,747,50000,1,1
608,89,1003,7,50000,1,0
29,622,959,429,50000,1,1
820,305,311,534,50000,1,1
21,815,63,720,50000,1,0
830,311,333,1015,50000,1,1
705,467,463,812,50000,1,1
450,566,506,631,50000,1,1
948,12,609,90,50000,1,0
292,912,892,705,50000,1,1
645,422,65,100,50000,1,1
804,771,438,267,50000,1,1
653,838,891,614,50000,1,1
980,1021,52,1006,50000,1,1
124,395,32,34,50000,1,0
107,197,629,46,50000,1,0
57,170,62,690,50000,1,0
51,661,22,296,50000,0,0
409,266,307,614,50000,1,1
135,200,490,470,50000,1,1
424,265,20,709,50000,1,1
93,556,893,986,50000,1,1
373,62,635,106,50000,1,1
795,243,684,819,50000,1,1
752,999,322,283,50000,1,1
882,963,507,435,50000,1,1
137,54,653,966,50000,1,1
349,539,171,873,50000,1,1
16,635,196,203,50000,0,0
378,141,20,443,50000,1,0
789,528,624,367,50000,1,1
113,960,356,353,50000,1,1
193,329,666,971,50000,1,1
644,788,214,903,50000,1,1
1009,891,468,404,50000,1,1
91,256,89,349,50000,1,0
788,415,513,377,50000,1,1
47,528,542,57,50000,1,0
204,108,405,77,50000,1,0
591,176,966,644,50000,1,1
247,691,971,70,50000,1,1
638,427,570,794,50000,1,1
38,379,115,355,50000,1,0
914,878,649,969,50000,1,1
285,113,582,101,50000,1,1
772,719,804,399,50000,1,1
6,769,152,266,50000,0,0
987,425,318,169,50000,1,1
12,346,581,498,50000,1,1
723,45,60,363,50000,1,0
734,943,794,756,50000,1,1
387,242,700,968,50000,1,1
35,717,114,283,50000,1,0
19,789,804,47,50000,1,0
313,834,509,955,50000,1,1
501,838,585,236,50000,1,1
108,818,65,258,50000,1,1
703,789,722,481,50000,1,1
445,738,412,918,50000,1,1
5,866,125,378,50000,1,0
537,32,373,546,50000,1,1
904,382,867,387,50000,1,1
479,352,459,716,50000,1,1
693,424,805,930,50000,1,1
35,1010,437,218,50000,1,1
886,737,706,595,50000,1,1
556,750,605,102,50000,1,1
984,978,445,197,50000,1,1
450,32,615,258,50000,1,1
884,723,840,550,50000,1,1
844,568,768,1023,50000,1,1
27,179,641,74,50000,1,0
206,904,533,997,50000,1,1
432,101,29,751,50000,1,0
187,338,47,177,50000,1,1
639,366,913,902,50000,1,1
839,230,313,176,50000,1,1
849,64,585,1,50000,1,0
665,668,25,899,50000,1,1
71,725,105,58,50000,1,0
983,39,27,790,50000,1,0
765,111,397,43,50000,1,1
6,812,443,102,50000,1,0
250,17,106,432,50000,1,0
661,354,133,943,50000,1,1
371,662,942,190,50000,1,1
269,925,252,459,50000,1,1
753,8,84,522,50000,0,0
271,725,172,145,50000,1,1
41,684,836,383,50000,1,1
872,39,277,446,50000,1,1
348,115,622,894,50000,1,1
753,288,634,289,50000,1,1
1007,562,26,699,50000,1,1
217,280,280,5,50000,1,0
425,163,387,562,50000,1,1
77,460,367,78,50000,1,0
32,107,752,62,50000,1,0
50,893,40,370,50000,1,0
320,386,960,789,50000,1,1
543,520,308,487,50000,1,1
59,274,545,62,50000,0,0
32,298,125,324,50000,1,0
313,978,54,159,50000,1,1
154,534,117,147,50000,1,1
910,1006,343,251,50000,1,1
760,827,882,1009,50000,1,1
193,912,727,984,50000,1,1
998,271,910,315,50000,1,1
103,150,116,297,50000,0,0
226,124,105,210,50000,1,0
918,43,727,237,50000,1,1
87,584,97,72,50000,1,0
277,707,798,910,50000,1,1
956,749,222,101,50000,1,1
733,35,327,82,50000,1,0
695,859,965,873,50000,1,1
239,190,776,6,50000,1,0
553,928,82,633,50000,1,1
16,262,163,708,50000,1,1
375,155,875,810,50000,1,1
770,733,715,787,50000,1,1
995,524,744,664,50000,1,1
725,651,367,861,50000,1,1
511,985,251,497,50000,1,1
752,743,342,180,50000,1,1
622,226,94,190,50000,1,1
1009,802,369,596,50000,1,1
318,795,883,935,50000,1,1
601,974,684,881,50000,1,1
858,830,252,391,50000,1,1
397,189,670,573,50000,1,1
512,187,116,181,50000,1,1
864,26,303,106,50000,1,0
93,53,669,861,50000,1,1
76,787,338,963,50000,1,1
269,595,665,62,50000,1,1
124,302,237,95,50000,1,0
360,186,940,737,50000,1,1
133,246,65,266,50000,1,0
77,495,456,50,50000,1,0
344,754,235,220,50000,1,1
27,1004,256,89,50000,0,0
866,33,30,985,50000,1,0
79,3,406,124,50000,1,0
704,40,23,952,50000,1,0
135,961,22,721,50000,1,1
534,166,768,157,50000,1,1
862,614,280,925,50000,1,1
141,705,84,890,50000,1,1
366,38,325,111,50000,0,0
63,536,247,462,50000,1,1
403,671,401,683,50000,1,1
33,391,163,227,50000,0,0
83,429,697,869,50000,1,1
327,972,363,452,50000,1,1
72,425,890,205,50000,1,1
37,289,307,169,50000,1,0
12,421,61,811,50000,1,0
198,17,739,63,50000,0,0
693,639,853,676,50000,1,1
611,127,510,77,50000,1,1
150,619,272,421,50000,1,1
85,443,135,152,50000,1,0
904,19,373,276,50000,1,1
64,484,196,97,50000,0,0
953,876,404,673,50000,1,1
490,863,131,845,50000,1,1
105,209,890,940,50000,1,1
541,174,946,382,50000,1,1
340,89,258,77,50000,1,0
573,250,357,16,50000,1,1
123,652,316,554,50000,1,1
465,414,912,622,50000,1,1
773,581,163,670,50000,1,1
9,745,122,356,50000,1,0
306,52,786,406,50000,1,1
433,110,18,125,50000,0,0
249,142,651,361,50000,1,1
307,698,408,883,50000,1,1
105,297,951,56,50000,1,1
612,998,415,466,50000,1,1
629,8,406,125,50000,1,0
76,248,648,360,50000,1,1
223,778,701,985,50000,1,1
1015,712,384,675,50000,1,1
854,947,572,334,50000,1,1
53,60,239,793,50000,1,1
434,634,265,914,50000,1,1
586,85,56,147,50000,1,0
454,479,972,77,50000,1,1
648,577,940,327,50000,1,1
79,686,191,1,50000,1,0
429,1014,480,14,50000,1,1
970,24,921,29,50000,0,0
876,21,150,211,50000,1,0
787,95,175,715,50000,1,1
524,256,139,293,50000,1,1
1007,471,138,958,50000,1,1
982,737,951,949,50000,1,1
493,733,768,819,50000,1,1
88,80,53,813,50000,1,0
69,183,380,98,50000,0,0
572,143,358,937,50000,1,1
674,315,811,690,50000,1,1
279,1,291,171,50000,1,0
963,458,425,217,50000,1,1
14,132,343,736,50000,1,1
47,919,748,682,50000,1,1
798,747,18,282,50000,1,1
76,44,557,84,50000,1,0
920,933,36,27,50000,1,1
6,40,306,163,50000,1,0
97,520,250,943,50000,1,1
986,138,298,402,50000,1,1
143,37,184,259,50000,1,0
23,944,509,57,50000,1,0
626,794,712,700,50000,1,1
506,427,436,444,50000,1,1
228,216,5,316,50000,1,0
939,480,946,658,50000,1,1
332,88,66,316,50000,1,0
564,88,73,5,50000,0,0
1001,101,450,612,50000,1,1
416,819,439,926,50000,1,1
802,539,346,578,50000,1,1
126,300,151,81,50000,1,0
716,132,787,650,50000,1,1
838,757,239,432,50000,1,1
147,641,724,881,50000,1,1
53,212,970,382,50000,1,1
29,64,870,414,50000,1,1
970,397,882,99,50000,1,1
773,560,149,1022,50000,1,1
512,360,477,337,50000,1,1
852,13,721,60,50000,1,0
628,243,695,759,50000,1,1
165,573,863,312,50000,1,1
824,364,887,281,50000,1,1
622,104,35,261,50000,1,1
145,769,599,957,50000,1,1
1017,157,933,696,50000,1,1
574,368,395,432,50000,1,1
715,772,667,30,50000,1,1
230,280,501,142,50000,1,1
524,902,546,51,50000,1,1
992,1006,901,977,50000,1,1
957,57,110,670,50000,1,1
638,956,48,508,50000,1,1
965,816,623,966,50000,1,1
663,939,35,848,50000,1,1
23,467,911,43,50000,0,0
113,674,799,195,50000,1,1
834,775,533,15,50000,1,1
263,111,94,935,50000,1,1
856,50,168,795,50000,1,1
258,32,583,840,50000,1,1
648,448,708,329,50000,1,1
386,104,438,46,50000,1,0
442,121,9,975,50000,1,0
106,314,292,57,50000,0,0
80,737,61,53,50000,1,0
563,621,422,581,50000,1,1
681,47,261,474,50000,1,1
920,108,179,146,50000,1,1
981,669,375,819,50000,1,1
611,199,941,530,50000,1,1
119,135,889,138,50000,1,1
457,406,176,280,50000,1,1
214,114,245,127,50000,1,0
4,309,887,55,50000,1,0
683,14,528,746,50000,1,1
356,658,897,874,50000,1,1
364,174,411,918,50000,1,1
764,870,1023,985,50000,1,1
764,1006,675,224,50000,1,1
768,110,957,814,50000,1,1
370,18,804,859,50000,1,1
924,61,9,352,50000,1,0
240,878,619,536,50000,1,1
654,102,424,133,50000,1,1
585,601,680,422,50000,1,1
945,580,381,25,50000,1,1
892,219,499,406,50000,1,1
137,236,133,132,50000,0,0
1,157,181,275,50000,0,0
76,598,857,645,50000,1,1
219,51,55,815,50000,1,0
530,79,211,287,50000,1,1
39,988,26,729,50000,1,0
399,1017,696,402,50000,1,1
969,458,682,443,50000,1,1
660,346,334,703,50000,1,1
130,881,322,568,50000,1,1
951,48,7,631,50000,1,0
383,377,276,444,50000,1,1
244,140,52,368,50000,1,0
814,30,56,457,50000,1,0
582,67,285,54,50000,1,0
543,994,621,169,50000,1,1
194,223,12,746,50000,1,0
45,526,104,529,50000,1,1
278,623,322,580,50000,1,1
525,268,11,439,50000,1,1
26,644,46,724,50000,1,0
355,133,6,932,50000,1,0
790,182,602,390,50000,1,1
138,3,364,913,50000,1,1
893,502,931,560,50000,1,1
209,12,290,209,50000,1,0
211,139,294,70,50000,0,0
690,561,1022,643,50000,1,1
359,505,128,771,50000,1,1
729,24,77,580,50000,1,0
1,1019,516,1003,50000,1,1
911,80,645,884,50000,1,1
579,628,166,713,50000,1,1
209,167,749,126,50000,1,1
322,191,66,26,50000,1,0
168,99,980,34,50000,0,0
857,362,879,104,50000,1,1
42,169,252,430,50000,1,1
914,72,615,952,50000,1,1
256,183,650,200,50000,1,1
732,47,24,650,50000,1,0
348,349,500,1003,50000,1,1
686,113,940,545,50000,1,1
978,38,438,46,50000,1,0
126,820,891,17,50000,1,1
135,197,35,667,50000,0,0
764,111,226,489,50000,1,1
253,536,926,575,50000,1,1
368,724,431,550,50000,1,1
69,922,60,183,50000,1,1
121,1020,912,873,50000,1,1
89,239,662,51,50000,1,0
782,25,231,132,50000,1,0
868,71,619,2,50000,1,0
10,812,281,149,50000,0,0
272,1001,842,411,50000,1,1
647,236,119,600,50000,1,1
49,927,469,102,50000,1,1
793,831,716,664,50000,1,1
849,635,416,1012,50000,1,1
175,220,769,617,50000,1,1
393,674,6,404,50000,1,1
119,58,463,108,50000,1,0
842,470,860,901,50000,1,1
981,854,584,618,50000,1,1
1023,30,566,922,50000,1,1
594,520,200,829,50000,1,1
367,478,894,788,50000,1,1
851,378,172,397,50000,1,1
950,18,702,47,50000,1,0
968,42,47,997,50000,1,1
33,56,97,579,50000,1,0
203,717,113,83,50000,1,1
46,814,59,212,50000,0,0
81,453,588,39,50000,1,0
173,166,941,672,50000,1,1
378,991,343,628,50000,1,1
948,1007,979,900,50000,1,1
947,566,465,585,50000,1,1
797,140,882,252,50000,1,1
931,686,228,768,50000,1,1
211,118,187,46,50000,0,0
785,210,95,979,50000,1,1
86,525,623,8,50000,1,0
755,63,880,916,50000,1,1
527,57,207,96,50000,0,0
398,422,210,503,50000,1,1
854,933,531,575,50000,1,1
28,661,465,80,50000,1,0
313,875,481,728,50000,1,1
838,879,1,547,50000,1,1
633,998,499,779,50000,1,1
888,637,374,914,50000,1,1
127,394,18,87,50000,1,0
324,765,594,684,50000,1,1
199,47,69,588,50000,0,0
540,188,806,195,50000,1,1
392,424,967,7,50000,1,1
685,497,478,264,50000,1,1
381,993,851,1007,50000,1,1
727,353,126,408,50000,1,1
838,835,724,681,50000,1,1
571,831,587,62,50000,1,1
804,140,771,99,50000,1,1
70,52,741,13,50000,0,0
105,157,190,176,50000,0,0
17,287,564,838,50000,1,1
221,63,554,618,50000,1,1
144,302,78,94,50000,1,0
332,499,998,388,50000,1,1
853,22,489,64,50000,1,0
319,803,882,916,50000,1,1
610,526,251,596,50000,1,1
352,74,108,232,50000,1,0
186,13,183,260,50000,0,0
683,330,560,553,50000,1,1
925,84,87,500,50000,1,1
61,408,298,689,50000,1,1
0,527,580,86,50000,0,0
99,274,25,918,50000,1,0
251,114,371,58,50000,1,0
533,75,169,97,50000,1,0
575,696,72,914,50000,1,1
709,796,700,325,50000,1,1
210,302,208,19,50000,1,0
653,181,489,396,50000,1,1
864,765,854,353,50000,1,1
93,533,159,2,50000,0,0
988,956,882,684,50000,1,1
244,347,310,111,50000,1,1
703,980,308,497,50000,1,1
18,194,150,388,50000,1,0
697,5,342,43,50000,0,0
631,680,607,22,50000,1,1
3,96,378,295,50000,1,1
193,607,589,556,50000,1,1
657,977,350,636,50000,1,1
12,617,527,81,50000,1,0
22,840,61,690,50000,1,0
67,807,489,109,50000,1,1
527,587,592,499,50000,1,1
22,529,697,922,50000,1,1
116,509,531,375,50000,1,1
570,235,363,11,50000,1,1
684,372,404,251,50000,1,1
1004,45,47,101,50000,0,0
521,611,410,733,50000,1,1
553,3,591,82,50000,1,0
769,24,97,324,50000,0,0
465,359,913,109,50000,1,1
452,349,3,261,50000,1,1
795,699,992,508,50000,1,1
527,169,864,791,50000,1,1
522,16,95,578,50000,1,0
948,608,688,572,50000,1,1
121,119,636,901,50000,1,1
115,604,623,553,50000,1,1
864,446,180,311,50000,1,1
886,335,935,329,50000,1,1
824,714,843,149,50000,1,1
16,987,280,122,50000,0,0
316,905,686,489,50000,1,1
942,627,587,52,50000,1,1
141,100,36,995,50000,0,0
975,504,535,129,50000,1,1
901,170,99,561,50000,1,1
102,97,511,154,50000,1,1
759,11,943,624,50000,1,1
908,168,651,46,50000,1,1
395,803,627,631,50000,1,1
906,6,451,99,50000,1,0
422,33,317,107,50000,0,0
460,783,922,901,50000,1,1
325,399,734,466,50000,1,1
89,57,289,164,50000,1,0
126,491,607,383,50000,1,1
178,230,914,15,50000,1,0
236,422,381,136,50000,1,1
948,310,125,774,50000,1,1
509,193,806,954,50000,1,1
265,24,339,158,50000,1,0
729,514,685,210,50000,1,1
284,394,930,619,50000,1,1
336,6,412,143,50000,1,0
966,429,416,554,50000,1,1
853,172,325,639,50000,1,1
144,949,670,604,50000,1,1
137,585,393,891,50000,1,1
995,842,802,850,50000,1,1
879,158,207,923,50000,1,1
941,255,305,152,50000,1,1
521,66,488,489,50000,1,1
67,738,811,826,50000,1,1
649,960,787,935,50000,1,1
780,815,631,761,50000,1,1
165,330,701,910,50000,1,1
905,483,611,200,50000,1,1
557,165,388,479,50000,1,1
617,14,383,132,50000,1,0
562,444,384,650,50000,1,1
148,135,122,483,50000,1,1
100,663,774,1000,50000,1,1
466,289,272,604,50000,1,1
1006,522,822,821,50000,1,1
1004,267,298,313,50000,1,1
69,203,589,64,50000,1,0
704,870,645,397,50000,1,1
44,706,926,722,50000,1,1
26,79,124,457,50000,1,0
79,195,621,496,50000,1,1
20,1021,855,930,50000,1,1
645,718,251,59,50000,1,1
312,160,657,409,50000,1,1
152,319,30,9,50000,0,0
290,119,27,578,50000,1,0
51,143,243,213,50000,1,0
299,112,697,393,50000,1,1
60,328,300,101,50000,0,0
312,912,407,626,50000,1,1
452,41,73,548,50000,1,0
94,465,357,430,50000,1,1
161,900,551,681,50000,1,1
630,44,856,26,50000,0,0
148,17,479,99,50000,0,0
757,952,656,517,50000,1,1
171,285,196,10,50000,1,0
977,868,795,141,50000,1,1
121,232,41,535,50000,1,0
178,163,42,583,50000,1,0
828,959,654,291,50000,1,1
133,88,900,960,50000,1,1
895,20,242,149,50000,1,0
886,186,524,145,50000,1,1
999,428,879,286,50000,1,1
46,945,10,646,50000,0,0
327,540,325,632,200000,1,1
682,233,81,507,200000,0,0
363,1009,844,190,200000,1,1
972,575,407,337,200000,1,1
828,214,75,651,200000,1,0
155,264,543,38,200000,0,0
610,508,917,717,200000,1,1
404,102,886,222,200000,1,0
641,258,316,119,200000,1,0
883,193,44,502,200000,0,0
387,701,292,807,200000,1,1
878,834,560,118,200000,1,1
380,741,947,600,200000,1,1
312,409,735,179,200000,1,0
720,689,90,100,200000,1,1
853,952,576,354,200000,1,1
501,727,812,259,200000,1,1
211,241,436,28,200000,0,0
76,480,633,172,200000,0,0
849,275,9,91,200000,1,0
448,316,775,610,200000,1,1
122,636,920,277,200000,1,1
274,257,501,260,200000,1,0
593,233,238,260,200000,1,0
576,901,710,10,200000,1,1
229,693,324,600,200000,1,1
523,635,718,624,200000,1,1
308,988,743,632,200000,1,1
713,746,168,172,200000,1,1
483,330,598,68,200000,1,0
110,296,992,226,200000,1,1
641,690,401,636,200000,1,1
81,833,586,542,200000,1,1
109,925,426,670,200000,1,1
696,236,319,288,200000,1,0
631,105,146,965,200000,1,0
227,243,252,576,200000,1,0
651,661,653,800,200000,1,1
811,956,379,935,200000,1,1
522,504,343,927,200000,1,1
291,614,466,596,200000,1,1
108,251,917,698,200000,1,1
211,799,170,185,200000,1,0
535,225,643,246,200000,1,1
845,246,454,105,200000,1,0
488,625,676,1007,200000,1,1
926,61,369,389,200000,1,0
928,437,456,964,200000,1,1
60,716,633,338,200000,1,0
1,702,544,371,200000,1,0
354,44,252,215,200000,0,0
246,726,223,373,200000,1,0
646,643,1004,273,200000,1,1
938,725,578,667,200000,1,1
19,279,660,303,200000,1,0
643,521,590,250,200000,1,1
489,102,615,47,200000,0,0
634,452,154,969,200000,1,1
907,123,207,627,200000,1,0
84,479,538,629,200000,1,1
762,395,530,905,200000,1,1
357,985,37,674,200000,1,1
617,463,83,595,200000,1,1
291,232,319,943,200000,1,1
576,965,557,630,200000,1,1
243,811,7,426,200000,1,0
54,586,221,811,200000,1,0
209,524,227,825,200000,1,1
508,485,730,825,200000,1,1
51,395,605,621,200000,1,1
21,180,563,902,200000,1,1
25,429,262,1004,200000,1,1
254,209,250,133,200000,0,0
579,345,15,15,200000,0,0
411,117,96,150,200000,0,0
678,923,384,598,200000,1,1
241,539,1001,740,200000,1,1
53,486,899,882,200000,1,1
239,194,449,200,200000,0,0
416,381,675,272,200000,1,1
164,245,553,335,200000,1,0
36,706,309,977,200000,1,1
616,742,230,202,200000,1,1
833,106,1016,309,200000,1,1
992,20,870,209,200000,1,0
440,909,131,653,200000,1,1
153,286,758,77,200000,0,0
852,109,458,234,200000,1,0
377,486,232,72,200000,0,0
940,62,758,187,200000,1,0
138,1003,740,550,200000,1,1
96,467,561,312,200000,1,0
218,817,995,22,200000,0,0
878,572,272,735,200000,1,1
787,369,129,99,200000,1,1
853,336,78,125,200000,1,1
980,712,111,487,200000,1,1
352,173,597,517,200000,1,1
153,374,313,456,200000,0,0
474,105,762,30,200000,0,0
965,30,847,202,200000,1,0
726,264,756,11,200000,0,0
126,359,719,770,200000,1,1
416,912,958,978,200000,1,1
410,376,207,384,200000,1,0
124,957,362,743,200000,1,1
450,659,676,438,200000,1,1
300,81,348,505,200000,1,0
828,140,818,523,200000,1,1
44,0,680,294,200000,0,0
576,409,38,520,200000,1,0
538,174,183,321,200000,0,0
692,406,113,981,200000,1,1
334,51,44,854,200000,0,0
397,513,95,52,200000,1,0
194,581,929,94,200000,1,0
835,680,456,743,200000,1,1
175,399,657,693,200000,1,1
741,194,879,315,200000,1,1
147,148,982,16,200000,0,0
934,471,929,634,200000,1,1
342,389,126,400,200000,0,0
428,100,176,893,200000,0,0
411,316,51,641,200000,0,0
696,535,983,650,200000,1,1
95,363,104,1015,200000,0,0
768,303,233,7,200000,1,0
651,287,48,927,200000,1,0
199,724,700,433,200000,1,1
415,21,597,612,200000,1,1
867,391,424,725,200000,1,1
599,602,564,84,200000,1,1
880,78,652,336,200000,1,1
249,36,881,956,200000,1,1
218,551,564,794,200000,1,1
883,805,924,67,200000,1,1
467,22,759,250,200000,1,0
762,200,834,57,200000,0,0
20,507,959,739,200000,1,1
196,759,314,163,200000,0,0
865,354,734,912,200000,1,1
20,109,548,392,200000,1,0
226,641,260,802,200000,1,1
561,700,6,906,200000,1,1
240,985,589,339,200000,1,1
766,1,508,509,200000,1,0
338,28,987,193,200000,0,0
712,958,1020,744,200000,1,1
84,912,225,778,200000,1,1
157,626,317,638,200000,1,0
226,332,951,802,200000,1,1
570,577,417,81,200000,1,1
716,311,1020,601,200000,1,1
601,515,3,562,200000,1,1
108,436,418,366,200000,1,0
433,806,693,572,200000,1,1
280,207,679,165,200000,0,0
174,726,864,127,200000,1,0
344,11,863,929,200000,1,1
912,480,594,1002,200000,1,1
188,154,937,189,200000,1,0
657,434,353,457,200000,1,1
826,154,359,911,200000,1,1
958,658,705,250,200000,1,1
351,70,1020,172,200000,1,0
215,45,952,200,200000,1,0
874,34,237,374,200000,0,0
348,686,436,789,200000,1,1
196,177,745,53,200000,0,0
0,594,247,810,200000,1,0
103,437,594,261,200000,1,0
805,504,291,659,200000,1,1
911,88,434,276,200000,0,0
571,890,271,859,200000,1,1
302,527,803,855,200000,1,1
649,811,339,780,200000,1,1
293,503,224,235,200000,1,0
117,893,297,194,200000,0,0
105,918,518,403,200000,1,1
941,534,146,8,200000,1,1
753,26,801,17,200000,0,0
215,5,472,717,200000,1,1
359,676,175,419,200000,1,1
868,90,44,269,200000,0,0
221,492,223,485,200000,1,0
313,785,611,461,200000,1,1
183,982,12,920,200000,0,0
293,587,46,608,200000,0,0
901,896,309,729,200000,1,1
167,652,602,677,200000,1,1
541,758,86,614,200000,1,1
921,951,54,204,200000,1,1
294,90,672,545,200000,1,1
422,830,896,505,200000,1,1
78,802,223,156,200000,0,0
431,200,608,588,200000,1,1
1017,22,760,993,200000,1,1
19,658,727,258,200000,1,0
791,662,712,341,200000,1,1
490,352,66,417,200000,1,0
171,579,341,296,200000,0,0
950,607,417,378,200000,1,1
817,934,479,840,200000,1,1
116,192,892,636,200000,1,1
749,88,612,219,200000,0,0
408,104,184,856,200000,0,0
822,603,609,683,200000,1,1
649,246,46,940,200000,1,0
141,436,87,778,200000,0,0
